country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,Tasmania,,AU-TAS,,2020-10-19,-19,-9,-53,-40,7,2
AU,Australia,Victoria,,AU-VIC,,2020-10-19,-38,-9,2,-65,-31,14
AU,Australia,Western Australia,,AU-WA,,2020-10-19,-3,5,-18,-26,3,2
AU,Australia,,,,,2020-10-19,-16,-1,-13,-41,-11,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-10-20,-9,0,-6,-27,2,5
AU,Australia,New South Wales,,AU-NSW,,2020-10-20,-15,-1,-19,-36,-12,7
AU,Australia,Northern Territory,,AU-NT,,2020-10-20,16,19,26,-20,17,0
AU,Australia,Queensland,,AU-QLD,,2020-10-20,-7,1,0,-33,-3,3
AU,Australia,South Australia,,AU-SA,,2020-10-20,-6,5,-16,-14,-1,2
AU,Australia,Tasmania,,AU-TAS,,2020-10-20,-19,-7,-44,-41,5,2
AU,Australia,Victoria,,AU-VIC,,2020-10-20,-38,-9,-9,-66,-34,15
AU,Australia,Western Australia,,AU-WA,,2020-10-20,-1,3,-15,-25,4,2
AU,Australia,,,,,2020-10-20,-17,-2,-14,-40,-13,7
